,emotion_label,emotion_text
16541,disgust,When I find out several people wash their car with weewee from a drain .
16542,disgust,When I saw various people washing their machine with h2o from a drain .
16543,disgust,When I several people saw washing car their with from water a drain .
16544,shame,When I inadvertantly entered the ladies room and met some girls  on my way out.
16545,shame,When Iodine inadvertantly entered the ma'am room and met some girls on my way out .
16546,shame,When I inadvertantly entered the ladies elbow room and meet some girls on my way out .
16547,shame,When I inadvertantly entered ladies the and room met girls some on my way . out
16548,guilt,I was entrusted with an object and while using it I handled it  carelessly and it broke.
16549,guilt,I was trust with an object and while using it I palm it carelessly and it broke .
16550,guilt,I was entrusted with an object and while use information technology I handled it carelessly and information technology broke .
16551,guilt,Was I with entrusted an object and while using handled it I it and carelessly it broke .
16552,joy,"When I learned, after the ecography, that my mother was expecting a  baby girl.  That was what I wanted."
16553,joy,"When Ane ascertain , after the ecography , that my mother be expecting a baby missy . That was what I wanted ."
16554,joy,"When I find out , after the ecography , that my mother was ask a baby girl . That be what I wanted ."
16555,joy,"I when learned , after the , ecography that mother my was expecting baby a girl . was That what wanted I ."
16556,fear,"One night, walking along a park, I began to think that some  roughnecks would appear suddenly with knives and things like  that."
16557,fear,"One dark , walk along a mungo park , I began to think that some hooligan would appear suddenly with knives and things like that ."
16558,fear,"I night , walking along a ballpark , I start to think that some yobbo would appear all of a sudden with knives and thing like that ."
16559,fear,"One night , along walking a park , I began to think that some would roughnecks appear suddenly and with knives like things that ."
16560,anger,I had an exam and I had it well prepared.  I did the first part  very well but did not know the second part.
16561,anger,1 had an examination and I had information technology advantageously prepared . I did the first part very well but did non make out the second office .
16562,anger,I bear an exam and Atomic number 53 had it well prepared . Unity did the foremost part very well but practise not know the 2d part .
16563,anger,Had I an exam and I had it well . prepared I the did first part very but well did not know second the part .
16564,sadness,When my parents did not let me go on a study tour.
16565,sadness,When my parent set not let me go on a study tour .
16566,sadness,When my parent did non let me get going on a study tour .
16567,sadness,When my parents not did let me go on a study tour .
16568,disgust,"One day I was going through the street door of my house, when a  man asked me for a doctor.  He then showed me his genitals and  asked me to cure him myself."
16569,disgust,"One clarence day I was give way through the street doorway of my house , when a mankind asked me for a doctor . He then demo me his genitals and ask me to cure him myself ."
16570,disgust,"Ane day I was going through the street door of my mansion , when a humankind involve me for a doctor . He then show maine his genitals and asked me to cure him myself ."
16571,disgust,"One I day going was through street the door of my house , when a asked man doctor me for a . then He showed me his genitals and me asked to him cure myself ."
16572,shame,Each time the professor asks me a question in class.
16573,shame,Each metre the professor asks pine tree state a doubtfulness in class .
16574,shame,Each time the prof inquire me a question in class .
16575,shame,Each the time asks professor me question a in class .
16576,guilt,I had an argument with my boyfriend.  It was my fault but my  pride would not let me admit it.
16577,guilt,I had an argument with my boyfriend . It was my fault just my superbia would not allow me let in it .
16578,guilt,I had an argument with my boyfriend . It was my defect but my pride would non permit pine tree state admit it .
16579,guilt,I had an with argument my boyfriend . was It my but fault would my pride not me let admit it .
16580,joy,An invitation to spend 5 days at the seaside with all expenses  paid.
16581,joy,An invitation to spend quintet days at the seaboard with all expenses paid .
